timestamp,x,y,z,d
1613596898214,1.0595237,5.06797,4.6082044,0
1613596898263,0.10379939,5.2298107,5.3858075,0
1613596898311,0.41790512,6.0715766,6.6757474,0
1613596898361,0.4849399,7.0052743,7.6697774,0
1613596898409,-0.37885094,7.548256,10.535035,0
1613596898455,-0.99461305,7.9179053,8.181158,0
1613596898505,-0.40183425,7.2188277,10.46417,0
1613596898554,-0.7954241,6.3674865,8.7318,0
1613596898602,0.29820016,5.5228486,7.5663524,0
1613596898650,0.082731314,4.7615256,6.549339,0
1613596898701,-0.24286614,4.586277,4.322828,0
1613596898746,-0.9266207,4.720347,5.6175556,0
1613596898798,0.045383383,5.701927,6.279285,0
1613596898845,0.07794312,6.574337,7.7818217,0
1613596898894,1.0528201,6.8089585,10.170175,0
1613596898946,0.37289608,7.310762,10.200819,0
1613596898991,0.6439081,7.1862683,10.015994,0
1613596899041,0.93694574,6.656694,9.490251,0
1613596899087,0.9560985,5.8503613,7.7310667,0
1613596899137,0.6726373,5.167564,7.0961514,0
1613596899185,0.16987652,4.5546756,3.2608056,0
1613596899235,-1.0319612,4.9741216,4.230894,0
1613596899281,-0.19019598,5.9173965,5.7056594,0
1613596899333,0.4466343,6.768738,7.7693725,0
1613596899378,0.32692936,7.3672624,10.603026,0
1613596899431,-0.2974516,8.138163,9.173273,0
1613596899478,-0.21700984,7.794369,11.627702,0
1613596899525,0.11050286,7.192014,9.465351,0
1613596899573,1.0049382,6.2238407,8.490476,0
1613596899620,0.7013664,4.7825933,5.6127677,0
1613596899669,-0.64986295,4.1151185,4.3477263,0
1613596899720,-0.49472535,4.754822,4.5172286,0
1613596899769,-0.88831514,5.474009,4.9539123,0
1613596899816,-0.47078434,6.7093635,7.49836,0
1613596899864,0.8363936,7.4218473,9.833085,0
1613596899914,-0.23616265,7.768513,9.618574,0
1613596899960,0.66018796,7.7598944,9.750729,0
1613596900011,1.3927822,7.284905,9.035372,0
1613596900060,0.44471908,5.6559606,7.777033,0
1613596900109,0.6190094,4.896552,6.9256916,0
1613596900158,0.37098077,4.6638455,4.8275037,0
1613596900205,-0.088686146,5.7737503,6.0235953,0
1613596900254,0.8296901,6.2094765,6.3357854,0
1613596900303,0.6640185,6.974631,7.0616765,0
1613596900350,0.65635735,7.5913496,9.29106,0
1613596900400,-0.6354983,7.7407417,7.8191695,0
1613596900449,-0.8500096,7.604757,9.402148,0
1613596900496,-1.3451092,6.548481,8.426314,0
1613596900546,-0.021651393,6.2161794,8.025063,0
1613596900598,0.52994895,5.042114,7.4140882,0
1613596900646,-0.20360292,4.5230727,5.706617,0
1613596900695,-0.40853778,5.0718007,5.88378,0
1613596900742,-0.9390701,5.9413366,6.03796,0
1613596900792,-0.9754603,7.1211486,7.0339046,0
1613596900840,0.3681079,7.7215886,7.9063144,0
1613596900888,-0.47557256,7.602842,8.275965,0
1613596900939,-0.74754214,8.242545,8.809369,0
1613596900983,-0.18828067,6.952605,10.072495,0
1613596901035,-0.23903558,5.424212,7.0578456,0
1613596901082,0.2886238,5.811098,7.054015,0
1613596901130,-0.06857575,4.4560385,5.7497106,0
1613596901178,1.1974237,5.9777274,5.142567,0
1613596901228,-0.81170404,6.640414,6.860572,0
1613596901275,0.55388993,7.597096,7.3623753,0
1613596901328,0.11146049,8.07017,7.608489,0
1613596901376,-1.4858823,8.283724,9.149331,0
1613596901422,0.23212308,8.733814,7.5615644,0
1613596901470,-0.102093115,7.104869,8.393754,0
1613596901526,0.05400213,6.3550377,6.458364,0
1613596901571,0.47823644,4.9233665,5.9335775,0
1613596901618,-0.49568292,4.46753,6.040833,0
1613596901667,-0.5675059,5.152242,5.3273916,0
1613596901717,0.07123963,6.7553306,5.279509,0
1613596901765,0.027188238,7.6928596,6.5330596,0
1613596901811,0.47249058,7.990686,7.6841426,0
1613596901861,1.0279214,8.752009,9.369589,0
1613596901911,0.989616,7.5827317,9.21062,0
1613596901959,1.0662272,7.734996,7.59987,0
1613596902008,0.42843917,6.2841725,7.8134236,0
1613596902055,0.55484754,5.094784,6.156707,0
1613596902106,0.41120166,5.229811,6.5330596,0
1613596902153,0.72243446,5.7277837,5.0966005,0
1613596902202,1.3353238,6.6691437,5.862712,0
1613596902249,1.5182331,7.3845,6.7178836,0
1613596902301,1.4368336,7.847997,7.508894,0
1613596902347,0.76744354,8.677314,6.796411,0
1613596902397,1.6570907,9.143684,8.359279,0
1613596902446,1.5881406,7.937058,9.138797,0
1613596902492,0.44184613,6.7189407,6.976447,0
1613596902543,0.3250141,4.7806783,5.64437,0
1613596902589,0.11337576,4.276002,4.120765,0
1613596902638,0.6170941,4.9664598,3.4073243,0
1613596902688,0.25510642,5.940379,3.4034936,0
1613596902741,0.7626554,7.432381,6.2907767,0
1613596902785,1.7662618,8.491531,8.450254,0
1613596902834,2.1761312,9.236574,9.70572,0
1613596902882,2.593662,9.79488,10.060046,0
1613596902933,3.926696,9.500884,9.279571,0
1613596902976,2.766995,7.878642,8.018359,0
1613596903030,2.6405864,5.65213,8.078691,0
1613596903079,1.4808851,4.6648035,3.6668446,0
1613596903128,-0.22850153,4.635117,2.8796647,0
1613596903175,-0.705406,4.8860183,3.9158306,0
1613596903220,1.8926702,6.796509,4.838996,0
1613596903269,1.3104252,7.650723,6.495712,0
1613596903318,1.1313466,9.070903,9.616659,0
1613596903372,0.2886238,9.62825,9.821593,0
1613596903420,0.9350305,8.636135,11.799119,0
1613596903466,1.8141437,7.728292,8.621673,0
1613596903514,2.171343,5.7775803,6.7092657,0
1613596903566,0.574958,4.385173,3.851669,0
1613596903613,-0.564633,4.5403104,3.5193677,0
1613596903661,-0.87012,5.4644322,4.6570435,0
1613596903711,0.22446194,7.2274475,4.844741,0
1613596903758,0.27138627,7.7148857,6.061901,0
1613596903808,0.22637723,7.9217362,8.286498,0
1613596903855,0.3470398,8.815213,9.963325,0
1613596903904,1.913738,10.322537,8.40333,0
1613596903959,2.6961296,8.55761,10.438314,0
1613596904003,1.7423208,6.0936017,6.3472776,0
1613596904051,0.30681893,4.337291,5.046803,0
1613596904100,0.15838483,5.1091485,2.7350614,0
1613596904147,0.13348621,6.2200103,3.893805,0
1613596904192,0.3250141,6.80417,5.9421954,0
1613596904242,1.387994,8.235842,6.196928,0
1613596904293,0.52516073,8.741475,9.683694,0
1613596904339,0.49834687,9.788176,7.9618583,0
1613596904390,-0.71785533,8.546117,8.88215,0
1613596904438,-0.68242264,7.7665977,7.2455435,0
1613596904487,1.5124872,6.422072,6.8711066,0
1613596904535,0.7990456,4.7634406,4.7824945,0
1613596904588,-0.0063291662,5.2240653,4.342938,0
1613596904635,-0.7341352,5.414635,4.337192,0
1613596904681,-0.049422942,7.240854,5.16555,0
1613596904732,0.32884467,7.970575,7.2608657,0
1613596904782,1.0125992,8.458972,8.130403,0
1613596904825,0.46866,8.776908,7.8632207,0
1613596904879,1.6762435,8.661991,9.278613,0
1613596904927,1.7298713,7.928439,9.311172,0
1613596904973,1.9127805,6.51209,7.2043653,0
1613596905022,0.7032817,4.804619,6.2170386,0
1613596905071,0.28479326,5.2393875,3.966586,0
1613596905120,-0.43535167,5.7536397,5.0008364,0
1613596905170,0.8402241,6.8980193,6.0475364,0
1613596905218,1.4492829,7.5540023,6.3817525,0
1613596905265,0.75595194,7.689987,8.102631,0
1613596905316,-0.21988279,8.866926,6.8251395,0
1613596905364,-0.26106128,8.424497,9.246053,0
1613596905413,-0.110711865,7.590393,8.2118025,0
1613596905461,0.9723784,6.5934896,6.882598,0
1613596905511,1.4176807,5.197251,6.9343104,0
1613596905559,0.63241637,5.316956,4.658959,0
1613596905610,-0.6900838,5.347601,4.9357166,0
1613596905657,-0.4947253,5.978685,4.5785174,0
1613596905704,0.099011175,7.4256783,5.9086785,0
1613596905754,0.45046484,7.7292495,8.30182,0
1613596905803,1.3171287,8.806595,9.885756,0
1613596905849,2.4595926,8.958859,10.600155,0
1613596905900,2.5764246,7.843209,10.152938,0
1613596905951,1.9606624,6.6337104,6.5914755,0
1613596905995,0.8708686,4.920493,6.098291,0
1613596906045,0.53377956,4.9664598,4.128427,0
1613596906091,-0.24286613,5.48167,4.7298245,0
1613596906143,-0.31756198,6.0074143,6.2428946,0
1613596906192,1.1447536,7.484094,6.1749024,0
1613596906241,0.89959776,7.7072244,8.658062,0
1613596906288,0.63433164,8.873631,7.678396,0
1613596906338,0.3958794,8.964606,10.115589,0
1613596906385,0.099011175,7.508035,9.127305,0
1613596906433,0.48493984,6.632753,7.2589507,0
1613596906479,0.3853454,4.6600156,5.7525835,0
1613596906531,0.40545583,4.98274,4.3419805,0
1613596906580,-0.58665866,4.992316,5.5237074,0
1613596906630,-0.06953336,5.9432526,4.8093085,0
1613596906679,0.29915786,7.6277404,6.4353805,0
1613596906725,0.7415873,7.4611115,8.720309,0
1613596906773,1.2836113,8.089323,8.801707,0
1613596906823,1.3085101,8.204239,8.486645,0
1613596906870,2.5457802,7.67658,8.589112,0
1613596906923,1.329578,6.291833,7.760753,0
1613596906970,0.8756567,5.6473413,7.53475,0
1613596907018,1.1543299,5.6636214,5.8493047,0
1613596907064,0.6477386,6.1577635,4.3391075,0
1613596907117,0.1890293,5.7517247,5.511258,0
1613596907166,1.2472211,6.704576,5.8962293,0
1613596907214,1.3314933,7.6411467,7.7827787,0
1613596907260,0.43801555,8.729984,8.376516,0
1613596907311,0.64295036,8.910976,9.609956,0
1613596907357,0.044425733,7.717758,10.111758,0
1613596907403,0.9599291,7.0972075,7.8574743,0
1613596907458,1.2826537,5.3332357,5.870373,0
1613596907503,0.6084754,4.7576947,4.1552405,0
1613596907554,-0.70253307,4.7825933,5.103304,0
1613596907602,-0.19689944,5.634892,4.59767,0
1613596907651,0.34033632,7.086674,5.768863,0
1613596907697,1.2500939,7.572197,8.721267,0
1613596907749,1.5182331,8.326817,7.9695196,0
1613596907798,1.8610679,8.497276,8.892683,0
1613596907846,3.1050415,7.846082,11.15367,0
1613596907892,2.2144368,7.060818,6.6537223,0
1613596907941,1.5393012,5.459645,7.716703,0
1613596907991,1.5488775,5.388779,5.2737637,0
1613596908042,0.30394602,5.509442,4.741316,0
1613596908086,-0.41332594,5.656918,5.645328,0
1613596908138,1.0863376,7.0521994,6.4679403,0
1613596908188,0.74446017,7.3299146,8.632205,0
1613596908236,0.39013356,8.681144,7.272357,0
1613596908281,-0.3424606,8.477167,7.558691,0
1613596908332,0.27234393,7.5846467,9.634854,0
1613596908382,0.9819548,7.4429154,7.227348,0
1613596908427,1.0576084,5.9461255,6.874937,0
1613596908477,1.3784176,5.27482,6.119359,0
1613596908527,0.4293968,5.0832915,4.8782587,0
1613596908574,-0.3616134,5.121598,5.621387,0
1613596908624,0.37002316,6.6011505,5.7573714,0
1613596908671,0.62571293,7.3174653,7.94845,0
1613596908718,0.92928463,7.570282,8.031766,0
1613596908770,0.5778309,8.072085,8.037512,0
1613596908817,2.0181208,7.758937,9.394486,0
1613596908866,2.4950254,7.7340384,7.3815284,0
1613596908917,1.964493,6.446971,7.692761,0
1613596908962,1.5191905,5.53051,6.9774046,0
1613596909012,0.99057347,5.3073797,4.6570435,0
1613596909062,-0.74371165,5.2441754,4.777706,0
1613596909110,0.12678273,6.469954,6.4200583,0
1613596909158,0.82298666,7.11253,8.499095,0
1613596909208,1.3870363,8.24446,9.307342,0
1613596909257,0.109545216,9.494179,7.25512,0
1613596909303,0.27138627,8.449396,10.138572,0
1613596909355,0.20913972,7.5654936,8.138064,0
1613596909403,0.96663266,6.189366,6.7782154,0
1613596909450,0.7569095,4.3593163,4.771003,0
1613596909499,-0.59240454,4.054787,3.4753168,0
1613596909548,-1.0118506,4.394749,4.0096793,0
1613596909596,0.44663432,6.4804883,4.000103,0
1613596909646,1.2146612,8.205197,7.63626,0
1613596909695,1.6906081,8.477167,9.940341,0
1613596909742,1.3056371,8.981844,9.646346,0
1613596909791,1.6207006,8.447479,9.5975065,0
1613596909842,2.291048,7.8681083,7.610404,0
1613596909887,1.5584538,6.212349,7.4926143,0
1613596909937,1.3161709,4.9310274,6.0973334,0
1613596909986,1.247221,4.994232,4.8773007,0
1613596910034,0.5615511,5.4079323,4.6149077,0
1613596910084,0.705197,6.6940413,5.117668,0
1613596910131,0.883318,6.8376884,6.8950477,0
1613596910181,1.2232801,7.750318,7.5136824,0
1613596910230,0.52324545,8.995251,7.728194,0
1613596910278,0.13157092,8.887036,9.801483,0
1613596910322,-0.56367534,7.7407417,9.104322,0
1613596910370,0.42652386,7.1709466,8.699241,0
1613596910419,2.1617668,5.760343,7.660201,0
1613596910468,1.1208125,4.717474,3.96084,0
1613596910517,-0.67284626,4.675338,3.7635663,0
1613596910565,0.008035417,5.861853,3.7405827,0
1613596910614,0.51462674,7.322253,5.518919,0
1613596910662,1.2386023,7.6890287,7.9283404,0
1613596910710,1.3755448,8.283724,8.987491,0
1613596910760,1.2654161,8.727111,9.891501,0
1613596910811,3.0657785,8.842984,9.833086,0
1613596910858,2.7430542,7.3596015,7.212026,0
1613596910908,1.2529669,5.5822225,7.198619,0
1613596910957,1.1552875,4.9434767,5.0065823,0
1613596911006,0.44759196,5.171395,3.637158,0
1613596911055,-0.2323321,6.0284824,5.452842,0
1613596911104,0.97908187,7.3461943,6.0686045,0
1613596911152,1.0671847,7.894922,8.139022,0
1613596911202,0.8919367,8.753925,7.404511,0
1613596911252,0.19956332,8.94258,7.635303,0
1613596911297,-0.73126227,7.8489547,8.7327585,0
1613596911350,0.40258288,7.754149,7.165102,0
1613596911398,1.751897,6.314817,7.674566,0
1613596911445,1.1591182,5.1857595,5.058295,0
1613596911494,0.050171573,5.154157,5.105219,0
1613596911540,0.05400213,5.5716887,4.805478,0
1613596911591,0.26851335,6.962181,5.325476,0
1613596911644,0.89097905,7.504205,7.122966,0
1613596911688,1.1591182,8.03378,7.5960393,0
1613596911735,0.6553997,8.541328,8.536442,0
1613596911781,3.2936966,8.492489,10.080157,0
1613596911832,2.793809,7.302143,6.12702,0
1613596911881,1.1418808,5.861853,7.8871617,0
1613596911931,1.6637943,5.1915054,5.9249587,0
1613596911977,0.47249058,5.474967,4.063308,0
1613596912025,-0.45641977,5.7076726,5.424113,0
1613596912073,1.0202605,7.0196395,5.5237074,0
1613596912124,1.5067413,7.628698,8.759572,0
1613596912176,1.6618788,8.51643,7.586463,0
1613596912224,0.3834301,8.748179,8.486645,0
1613596912270,0.24648768,7.734038,9.292977,0
1613596912317,0.7990457,7.5396376,7.3317313,0
1613596912366,1.5287669,5.6157393,7.4638853,0
1613596912412,0.5816615,4.740457,4.1332145,0
1613596912462,-0.57803994,5.0287066,5.397299,0
1613596912511,0.086561866,6.0974317,5.0602098,0
1613596912559,0.043468095,7.0895467,6.364515,0
1613596912609,1.0212181,7.620079,8.72797,0
1613596912661,1.7854146,8.397683,8.280753,0
1613596912708,1.5460045,8.096026,9.875221,0
1613596912757,3.306146,7.756064,10.65857,0
1613596912803,2.434694,6.4651656,6.3539805,0
1613596912854,1.1418805,5.077546,7.188085,0
1613596912904,1.3410697,5.361965,4.988387,0
1613596912953,0.5548476,5.4596443,4.9740224,0
1613596913000,0.5088809,5.859937,5.5438175,0
1613596913047,1.1974237,7.0972075,6.336744,0
1613596913095,1.1734828,7.6239095,9.2297735,0
1613596913144,1.2137036,8.277978,7.591251,0
1613596913191,-0.006329162,8.128587,8.854378,0
1613596913239,0.34416687,7.886303,7.957069,0
1613596913289,1.9635352,7.840336,7.8823733,0
1613596913337,2.1129272,5.8503613,7.1689315,0
1613596913386,0.8766144,4.7538643,4.4932876,0
1613596913441,-0.530158,4.3746386,4.481796,0
1613596913487,-0.18253484,5.045944,3.5452242,0
1613596913535,-0.118372984,6.668185,5.039142,0
1613596913584,1.0901681,8.093154,9.483547,0
1613596913630,1.9989679,9.016318,10.0945215,0
1613596913684,2.5783398,9.197311,10.171132,0
1613596913731,2.8618011,8.2511635,8.975041,0
1613596913779,1.921399,7.124022,7.304917,0
1613596913828,1.6312344,5.601375,7.020498,0
1613596913874,0.76935875,5.3897367,3.877525,0
1613596913924,-0.729347,5.2911,5.416452,0
1613596913975,0.18807164,5.8934555,4.774833,0
1613596914023,0.8105374,6.145314,6.7178836,0
1613596914074,0.98674303,7.2791595,6.931438,0
1613596914119,0.8804451,8.392895,8.795005,0
1613596914169,0.3709808,8.879375,8.7567,0
1613596914214,0.43514264,8.347885,9.006644,0
1613596914265,0.5893226,8.016542,7.7483044,0
1613596914312,1.4655627,6.399089,7.0224133,0
1613596914363,0.74350256,5.162776,4.9816837,0
1613596914411,0.044425726,4.744288,5.2163053,0
1613596914463,-0.20073,4.889849,3.6342847,0
1613596914510,-0.5397343,6.349292,5.031481,0
1613596914559,0.64199275,7.3979063,7.4514365,0
1613596914604,2.2297592,8.367996,8.65902,0
1613596914654,1.1342195,8.845859,9.318833,0
1613596914701,1.6609212,8.575804,8.920455,0
1613596914749,0.64582336,8.307665,7.0530577,0
1613596914799,2.033443,6.972715,8.378431,0
1613596914851,1.9367216,5.572646,7.032947,0
1613596914898,0.269471,5.6157393,4.945293,0
1613596914949,-0.31564674,5.554451,4.130342,0
1613596914997,0.28575087,6.760119,4.99509,0
1613596915045,0.5136691,7.189141,5.4260283,0
1613596915092,0.88427556,8.16402,6.9142003,0
1613596915142,0.12774035,9.15805,6.9572935,0
1613596915190,-0.0628299,9.045048,9.491209,0
1613596915240,-0.14518693,8.526964,7.296298,0
1613596915287,2.133995,7.827887,6.8730216,0
1613596915336,2.5850434,5.740233,7.7597966,0
1613596915383,1.29223,5.1292586,4.308463,0
1613596915434,-0.31851965,4.922409,4.4798803,0
1613596915479,0.106672294,6.4373946,4.7355704,0
1613596915533,1.0805918,7.537722,6.0494514,0
1613596915581,1.6369803,7.9581256,7.27523,0
1613596915626,1.0413285,8.539413,7.580717,0
1613596915677,1.2548821,8.370869,8.67913,0
1613596915727,1.1734828,7.990685,8.219462,0
1613596915771,1.8151014,7.020597,5.8291945,0
1613596915824,1.9884338,5.324617,7.2216024,0
1613596915872,2.789978,5.7038426,6.3989897,0
1613596915921,1.3065946,5.450068,5.2555685,0
1613596915968,0.6525268,6.5973206,5.3417563,0
1613596916018,1.0489895,7.674665,5.949857,0
1613596916069,0.82873243,8.413006,7.6736083,0
1613596916112,0.11624869,8.867884,7.4274945,0
1613596916164,-0.15955149,8.40726,8.88598,0
1613596916212,-0.71689767,7.5310187,8.332465,0
1613596916262,0.60272956,7.4697294,8.68296,0
1613596916311,1.9577897,5.8714294,7.4073844,0
1613596916356,1.597717,5.048817,4.7978168,0
1613596916407,0.49738914,4.942519,4.615865,0
1613596916453,0.33363283,5.6626644,4.37071,0
1613596916505,0.18232581,6.7840605,6.2285304,0
1613596916554,1.1246431,7.6344438,7.4102573,0
1613596916603,0.91683525,8.258825,9.338944,0
1613596916650,1.0317521,8.923427,7.933128,0
1613596916700,3.0705667,8.542287,9.853196,0
1613596916748,2.341803,6.998571,7.5529456,0
1613596916796,0.81724083,5.8235474,5.9862475,0
1613596916845,1.494292,5.555409,5.7401342,0
1613596916893,1.5507928,5.506569,4.0652227,0
1613596916944,0.6247552,5.812056,5.1109653,0
1613596916990,0.9819548,7.3155503,5.8311095,0
1613596917041,1.08538,8.26553,8.677215,0
1613596917089,0.1583848,9.045047,7.7808642,0
1613596917133,-0.11741534,8.99525,8.614011,0
1613596917186,-0.48131838,8.089323,6.7877917,0
1613596917234,0.95226794,7.4869676,7.5404963,0
1613596917282,1.7356172,5.589884,6.393244,0
1613596917331,0.38055718,4.9674177,4.573729,0
1613596917381,-0.5282427,4.944434,5.169381,0
1613596917429,-0.14135635,6.3291817,4.698222,0
1613596917477,-0.09060144,7.559748,6.759063,0
1613596917527,1.0729306,8.170722,7.480165,0
1613596917573,1.175398,8.664865,8.980787,0
1613596917623,1.1418806,8.653373,8.117953,0
1613596917670,1.6149545,8.180299,7.8632207,0
1613596917720,1.1466689,6.6969147,6.5838146,0
1613596917769,1.0920835,5.458687,6.9955993,0
1613596917818,1.494292,5.559239,6.57328,0
1613596917868,0.72051924,5.3849483,4.726951,0
1613596917915,0.26755574,6.4824033,5.081278,0
1613596917965,0.71477336,7.5846467,7.156482,0
1613596918013,1.5182331,8.248291,7.85556,0
1613596918062,0.23882654,8.756798,7.2436285,0
1613596918109,-0.40279192,8.236799,7.6094465,0
1613596918158,-0.64411706,7.424721,7.579759,0
1613596918206,0.8000033,7.224574,8.032723,0
1613596918255,2.2240133,6.0093293,7.9915442,0
1613596918302,1.1418808,5.2920575,5.047761,0
1613596918355,-0.33288425,5.090953,4.313251,0
1613596918402,-0.15476331,6.2190523,4.943378,0
1613596918450,0.13923204,7.458238,5.9115515,0
1613596918498,0.77702004,7.784793,7.911103,0
1613596918548,0.9599291,8.160189,8.953973,0
1613596918597,0.7837234,8.661991,7.612319,0
1613596918648,2.5591872,8.67444,9.127305,0
1613596918692,2.358083,7.026343,7.49836,0
1613596918743,1.2711619,5.585095,7.3259845,0
1613596918791,1.4320455,5.257582,4.399439,0
1613596918840,0.8249019,5.595629,3.734837,0
1613596918889,0.21105501,6.0284824,4.5402117,0
1613596918938,0.9513103,7.401737,6.220869,0
1613596918982,0.856504,8.095069,8.478984,0
1613596919035,0.1842411,9.121658,7.838323,0
1613596919081,3.7430692E-4,9.120701,8.123699,0
1613596919129,-0.8279839,8.10656,7.8095937,0
1613596919181,0.8641651,7.6296554,8.284583,0
1613596919228,2.4212868,5.9164386,6.7236295,0
1613596919277,0.94843745,5.032537,4.6168227,0
1613596919325,-0.08868616,5.0526476,4.7949443,0
1613596919374,-0.039846543,6.17117,4.387947,0
1613596919424,-0.14614454,7.3078885,5.5217924,0
1613596919469,1.1696521,8.137205,7.4169607,0
1613596919517,0.8411817,8.707958,8.279794,0
1613596919569,1.0872952,8.596872,9.135924,0
1613596919618,2.6721883,7.977279,10.463213,0
1613596919669,1.9846036,6.9018493,6.6221204,0
1613596919716,1.0576084,5.3878217,6.6316967,0
1613596919764,1.3573495,5.293973,4.377413,0
1613596919812,0.90630126,5.326533,4.514356,0
1613596919863,1.2089155,6.4393096,4.9280562,0
1613596919911,1.7298713,7.5779433,7.2761874,0
1613596919959,1.2883995,8.144866,8.9453535,0
1613596920016,0.8689533,9.191566,7.1057277,0
1613596920052,-0.0532535,9.122617,7.3796134,0
1613596920104,-0.19498417,7.9121594,7.0942364,0
